selling_price,km_driven,fuel,seller_type,transmission,owner,seats,torque_rpm,mil_kmpl,engine_cc,max_power_new,No_of_years
350000,100000,Petrol,Individual,Manual,Second Owner,5.0,3000,16.78,1496.0,88.73,10
400000,120000,Diesel,Individual,Manual,Second Owner,7.0,1500,13.6,2523.0,63.0,12
434999,50000,Diesel,Individual,Manual,First Owner,5.0,2500,20.14,1498.0,88.8,8
260000,25000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3,8
450000,24019,Diesel,Individual,Manual,First Owner,5.0,2000,22.9,1248.0,74.0,10
459999,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.32,10
210000,100000,Diesel,Individual,Manual,Second Owner,5.0,4500,21.1,1248.0,73.9,12
540000,93000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.85,1197.0,83.14,8
710000,50000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5,6
285000,22000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3,5
990000,19600,Diesel,Individual,Manual,First Owner,5.0,2750,22.1,1396.0,88.7,4
362000,104000,Petrol,Individual,Manual,First Owner,5.0,2700,15.64,1193.0,64.1,6
880000,33000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96,6
700000,60000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0,6
600000,60000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0,7
700000,40000,Petrol,Individual,Manual,First Owner,5.0,3750,13.24,1598.0,102.5,8
400000,60000,Diesel,Individual,Manual,First Owner,5.0,3000,27.28,1047.0,69.0,7
165000,80000,LPG,Individual,Manual,First Owner,5.0,3500,13.2,1495.0,93.7,13
350000,376412,Diesel,Individual,Manual,Second Owner,8.0,3400,12.8,2494.0,102.0,16
425000,80000,Petrol,Individual,Manual,Third Owner,7.0,4000,16.02,1373.0,93.7,9
180000,70000,Petrol,Individual,Manual,First Owner,5.0,3000,17.92,1086.0,62.1,11
170000,90000,Petrol,Individual,Manual,Third Owner,5.0,3500,20.92,998.0,67.1,11
370000,183000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0,9
800000,27000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,5
900000,35000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96,6
390000,120000,Diesel,Individual,Manual,First Owner,5.0,2000,22.9,1248.0,74.0,10
445000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,23.4,1248.0,74.0,9
459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,23.4,1248.0,74.0,9
275000,55000,LPG,Individual,Manual,First Owner,5.0,3500,14.4,998.0,61.7,10
200000,120000,Diesel,Individual,Manual,Second Owner,5.0,4500,21.1,1248.0,73.9,14
350000,72000,Petrol,Individual,Manual,Second Owner,5.0,4000,17.5,1197.0,85.8,11
95000,120000,Diesel,Individual,Manual,Second Owner,7.0,3750,12.0,2092.0,127.0,16
550000,250000,Diesel,Individual,Manual,First Owner,5.0,2400,23.59,1364.0,67.04,9
900000,100000,Diesel,Individual,Manual,First Owner,9.0,1800,13.58,2499.0,72.4,7
350000,120000,Diesel,Individual,Manual,Second Owner,7.0,2000,15.3,2956.0,83.83,10
325000,50000,Petrol,Individual,Automatic,First Owner,5.0,4400,19.34,1198.0,76.0,8
455999,32000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,9
129000,60000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,15
254000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3,6
570000,48000,Diesel,Individual,Manual,First Owner,5.0,2500,21.7,1498.0,98.96,9
840000,30000,Diesel,Individual,Manual,First Owner,5.0,1750,19.87,1461.0,83.14,5
235000,100000,Diesel,Individual,Manual,Second Owner,7.0,2700,13.93,2179.0,138.1,13
700000,50000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0,7
528000,5000,Petrol,Individual,Manual,First Owner,5.0,11375,18.9,1197.0,81.86,5
1500000,12000,Diesel,Individual,Manual,First Owner,5.0,2500,17.1,1956.0,170.0,6
560000,72000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0,7
600000,70000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0,7
102000,50000,Petrol,Individual,Manual,Second Owner,5.0,4400,15.26,1150.0,74.9,16
750000,70000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0,9
148000,70000,Petrol,Individual,Manual,Third Owner,5.0,4400,14.7,1150.0,76.0,13
650000,50000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1,8
310000,40000,Petrol,Individual,Manual,First Owner,5.0,3750,16.47,1198.0,73.9,11
480000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,19.1,1197.0,82.0,9
320000,15000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3,5
750000,40000,Petrol,Individual,Manual,First Owner,5.0,4600,17.4,1497.0,117.3,8
370000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,19.49,1198.0,67.04,6
320000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4000,18.6,1197.0,85.8,10
420000,67000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,85.8,10
240000,60000,Petrol,Individual,Manual,Second Owner,5.0,4000,17.5,1298.0,85.8,13
220000,60000,Petrol,Individual,Manual,First Owner,5.0,4250,22.5,999.0,67.0,6
350000,30000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0,7
675000,40000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6,5
434999,50000,Petrol,Individual,Manual,Second Owner,5.0,3100,18.16,1197.0,78.8,7
125000,200000,Petrol,Individual,Automatic,Third Owner,5.0,4200,13.1,1997.0,141.1,17
400000,14000,Petrol,Individual,Manual,Second Owner,6.0,3600,18.15,1198.0,82.0,7
425000,70000,Diesel,Individual,Manual,First Owner,9.0,1800,13.58,2499.0,72.4,8
311000,94000,Diesel,Individual,Manual,Second Owner,5.0,2000,21.1,1248.0,75.0,13
509999,197000,Diesel,Individual,Manual,First Owner,10.0,1800,13.58,2499.0,72.4,8
530000,79000,Diesel,Individual,Manual,Second Owner,5.0,3000,25.83,1498.0,99.0,8
210000,120000,Diesel,Individual,Manual,Second Owner,5.0,1900,18.7,1896.0,66.0,15
977000,30000,Diesel,Individual,Manual,First Owner,8.0,2500,17.3,1497.0,121.0,4
440000,20000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,5
440000,17000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,5
655000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,5
295000,60000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3,7
655000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,5
65000,70000,Petrol,Individual,Manual,Third Owner,5.0,3200,15.0,1086.0,66.6,16
1200000,150000,Diesel,Individual,Manual,First Owner,7.0,2500,17.6,2179.0,153.86,6
1251000,35000,Diesel,Individual,Manual,First Owner,7.0,2500,17.6,2179.0,153.86,6
200000,60000,Diesel,Individual,Manual,First Owner,5.0,3000,23.03,1396.0,69.0,13
750000,40000,Diesel,Individual,Manual,First Owner,5.0,21966,21.19,1396.0,88.73,7
400000,60000,CNG,Individual,Manual,First Owner,5.0,3500,26.6,998.0,58.16,5
475000,57000,Petrol,Individual,Manual,First Owner,5.0,4500,17.8,1198.0,86.7,6
110000,120000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.8,1405.0,70.0,11
350000,30000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0,6
450000,175000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0,7
150000,90000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,70.0,13
80000,110000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.2,1396.0,53.5,14
430000,35000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83,8
1450000,81000,Diesel,Individual,Manual,First Owner,7.0,2800,13.68,2393.0,147.8,6
360000,100000,Diesel,Individual,Manual,First Owner,5.0,2600,18.3,1991.0,147.9,12
1445000,60000,Diesel,Individual,Automatic,First Owner,7.0,2500,17.6,2179.0,153.86,6
670000,60000,Diesel,Individual,Manual,First Owner,5.0,1750,26.0,1498.0,98.6,7
2000000,70000,Petrol,Individual,Automatic,First Owner,5.0,1400,13.7,1991.0,183.0,7
440000,50000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6,8
254999,90000,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0,11
530000,65000,Petrol,Individual,Manual,First Owner,7.0,4000,19.02,1198.0,67.05,5
890000,40000,Diesel,Individual,Manual,Second Owner,7.0,2800,16.0,1997.0,140.0,7
280000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.07,1199.0,73.9,10
725000,35000,Petrol,Individual,Automatic,First Owner,5.0,4200,21.21,1197.0,81.8,6
700000,30000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0,7
90000,70000,Petrol,Individual,Manual,First Owner,5.0,3500,18.2,998.0,67.1,16
287000,100000,Petrol,Individual,Manual,Second Owner,5.0,9904,19.81,1086.0,68.05,8
1380000,55000,Petrol,Individual,Automatic,First Owner,5.0,4850,14.8,1591.0,121.3,5
750000,80000,Diesel,Individual,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6,10
650000,40000,Petrol,Individual,Manual,First Owner,5.0,5000,17.43,1396.0,105.5,7
240000,108916,Petrol,Individual,Manual,Second Owner,5.0,3500,20.51,998.0,67.04,10
290000,40000,Petrol,Individual,Manual,Second Owner,5.0,4000,21.1,814.0,55.2,10
229999,80000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,9
1000000,50000,Diesel,Individual,Manual,Second Owner,5.0,1750,26.0,1498.0,98.6,7
200000,90000,Petrol,Individual,Manual,Second Owner,5.0,3000,17.92,1086.0,62.1,11
90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,19.7,796.0,46.3,19
330000,90000,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0,11
200000,70000,Diesel,Individual,Manual,First Owner,5.0,4500,21.1,1248.0,73.9,14
420000,31000,Diesel,Individual,Manual,First Owner,6.0,2250,25.32,1198.0,77.0,5
260000,120000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9,14
590000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,7
545000,180000,Diesel,Individual,Manual,First Owner,5.0,2000,25.2,1248.0,74.0,8
210000,90000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1,12
185000,110000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0,15
125000,59000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1,17
280000,60000,Petrol,Individual,Manual,Second Owner,5.0,4000,21.1,814.0,55.2,9
98000,70000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1,18
100000,190000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,71.0,14
250000,180000,Diesel,Individual,Manual,First Owner,5.0,2000,20.8,1461.0,64.1,10
750000,150000,Diesel,Individual,Manual,Second Owner,7.0,3400,11.5,2982.0,171.0,13
160000,130000,Diesel,Individual,Manual,Second Owner,5.0,2000,16.52,1991.0,123.7,16
509999,120000,Diesel,Individual,Automatic,Second Owner,5.0,2750,22.32,1582.0,126.3,10
95000,80000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.88,1396.0,52.8,14
525000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,22.32,1582.0,126.32,9
278000,20000,Petrol,Individual,Manual,First Owner,5.0,4250,22.5,999.0,67.0,6
50000,60000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0,26
254999,120000,Diesel,Individual,Manual,Third Owner,5.0,2000,22.07,1199.0,73.9,12
675000,10000,Petrol,Individual,Manual,First Owner,5.0,4200,21.21,1197.0,81.8,4
600000,147000,Diesel,Individual,Manual,Second Owner,5.0,2000,26.59,1248.0,74.0,7
950000,51000,Diesel,Individual,Manual,First Owner,5.0,1750,25.1,1248.0,88.5,5
229999,60000,Petrol,Individual,Manual,Third Owner,5.0,2700,17.7,1497.0,78.0,16
600000,220000,Diesel,Individual,Manual,First Owner,8.0,3400,12.8,2494.0,102.0,14
330000,20000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3,6
350000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05,6
560000,35000,Petrol,Individual,Manual,First Owner,5.0,4300,16.2,1199.0,74.0,7
440000,30000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,6
220000,90000,Petrol,Individual,Manual,Second Owner,5.0,3500,19.0,998.0,66.1,12
750000,110000,Diesel,Individual,Manual,Second Owner,5.0,2000,28.4,1248.0,74.02,6
800000,140000,Diesel,Individual,Manual,First Owner,7.0,2800,15.1,2179.0,140.0,8
59259,104000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.2,1396.0,53.5,16
740000,9000,Petrol,Individual,Automatic,First Owner,5.0,4000,21.4,1197.0,83.1,5
570000,19000,Petrol,Individual,Automatic,Second Owner,5.0,4200,20.89,1197.0,81.8,4
430000,20000,Petrol,Individual,Automatic,First Owner,5.0,3500,20.51,998.0,67.0,6
800000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,7
450000,53000,Diesel,Individual,Manual,First Owner,5.0,2750,24.0,1120.0,70.0,8
420000,105000,Diesel,Individual,Manual,Second Owner,5.0,2000,23.4,1248.0,74.0,10
750000,16000,Diesel,Individual,Manual,First Owner,7.0,1825,18.06,2523.0,63.0,8
780000,7200,Petrol,Individual,Manual,First Owner,5.0,4500,21.1,998.0,100.5,4
320000,77000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.07,1199.0,73.9,12
690000,40000,Diesel,Individual,Manual,First Owner,6.0,2250,25.32,1198.0,77.0,6
375000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9,11
620000,50000,Petrol,Individual,Manual,First Owner,5.0,4000,18.12,1196.0,86.8,6
300000,85000,LPG,Individual,Manual,First Owner,5.0,3000,13.45,1086.0,62.1,8
370000,58000,Petrol,Individual,Manual,Second Owner,7.0,3000,15.37,1196.0,73.0,7
770000,85000,Diesel,Individual,Manual,First Owner,7.0,2000,16.55,2498.0,105.0,10
500000,65000,Petrol,Individual,Manual,First Owner,5.0,11375,19.1,1197.0,81.86,9
450000,120000,Diesel,Individual,Manual,First Owner,6.0,2250,25.32,1198.0,77.0,6
195000,50000,Petrol,Individual,Manual,Second Owner,5.0,3000,17.92,1086.0,62.1,10
472000,30000,Petrol,Individual,Automatic,First Owner,5.0,3500,20.51,998.0,67.0,5
250000,58000,Petrol,Individual,Manual,Second Owner,5.0,3500,23.95,998.0,67.05,9
165000,70000,Diesel,Individual,Manual,Second Owner,5.0,1750,25.44,936.0,57.6,12
525000,110000,Diesel,Individual,Manual,Second Owner,5.0,3000,20.65,1248.0,88.7,5
145000,65000,Petrol,Individual,Manual,Third Owner,5.0,3500,18.9,998.0,67.1,20
325000,100000,Diesel,Individual,Manual,First Owner,5.0,3000,22.3,1248.0,88.8,10
660000,60000,Diesel,Individual,Manual,Second Owner,7.0,2200,16.5,1493.0,70.0,6
310000,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.68,1399.0,67.0,9
250000,200000,Diesel,Individual,Manual,First Owner,7.0,1500,13.6,2523.0,63.0,15
330000,100000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.68,1399.0,67.0,9
250000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0,11
650000,60000,Diesel,Individual,Automatic,First Owner,7.0,2800,17.45,1493.0,100.0,6
305000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05,7
600000,50000,Diesel,Individual,Manual,First Owner,5.0,1750,26.21,1248.0,88.5,8
280000,110000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,8
153000,50000,Diesel,Individual,Manual,Second Owner,5.0,3000,23.57,1396.0,70.0,12
700000,30000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0,5
325000,40000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3,6
305000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05,7
155000,70000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0,17
235000,80000,Petrol,Individual,Manual,Third Owner,5.0,3500,20.92,998.0,67.1,11
500000,15000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,81.8,7
120000,150000,Diesel,Individual,Manual,Second Owner,7.0,1500,13.6,2523.0,63.0,19
675000,88000,Diesel,Dealer,Automatic,First Owner,5.0,2500,21.66,1498.0,103.52,7
950000,80000,Diesel,Dealer,Manual,First Owner,7.0,3600,12.99,2494.0,100.6,9
1051000,59865,Diesel,Dealer,Manual,First Owner,7.0,2800,15.1,2179.0,152.87,5
591000,60000,Diesel,Dealer,Manual,First Owner,5.0,3000,21.49,1498.0,108.5,7
585000,72000,Diesel,Dealer,Manual,First Owner,5.0,2750,22.54,1396.0,88.73,8
1025000,68140,Petrol,Dealer,Automatic,First Owner,5.0,4600,18.0,1497.0,117.6,6
450000,53190,Diesel,Dealer,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,9
484999,70100,Diesel,Dealer,Manual,First Owner,5.0,2750,22.54,1396.0,88.73,9
650000,47725,Diesel,Dealer,Manual,First Owner,5.0,1750,27.3,1498.0,98.6,5
434999,70195,Diesel,Dealer,Manual,Second Owner,5.0,2000,28.4,1248.0,74.02,9
195000,77395,Diesel,Dealer,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0,12
1000000,17000,Diesel,Dealer,Manual,First Owner,8.0,2500,17.3,1497.0,121.0,4
650000,64000,Diesel,Dealer,Automatic,First Owner,5.0,2750,14.62,1498.0,113.42,10
190000,74321,Diesel,Dealer,Manual,First Owner,5.0,1750,25.44,936.0,56.3,9
409999,80235,Diesel,Dealer,Manual,Second Owner,5.0,2000,28.4,1248.0,74.02,10
1050000,77150,Diesel,Dealer,Automatic,First Owner,5.0,2750,17.01,1582.0,126.2,7
651000,69000,Diesel,Dealer,Automatic,First Owner,5.0,3000,22.15,1498.0,108.6,8
650000,57000,Diesel,Dealer,Manual,First Owner,5.0,1750,23.65,1248.0,88.5,8
750000,89000,Diesel,Dealer,Manual,First Owner,5.0,2500,21.14,1498.0,103.6,6
799000,61100,Diesel,Dealer,Automatic,First Owner,5.0,2500,14.3,1968.0,140.0,11
355000,116000,Diesel,Individual,Manual,First Owner,5.0,1900,18.7,1896.0,66.0,13
600000,80000,Diesel,Individual,Manual,First Owner,5.0,2750,23.9,1582.0,126.32,8
685000,26000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,5
509999,100000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,5
150000,82300,CNG,Individual,Manual,Second Owner,5.0,3000,26.83,796.0,38.4,11
650000,82050,Diesel,Individual,Manual,First Owner,5.0,2000,19.3,1248.0,73.9,6
675000,120000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0,11
319000,30000,Petrol,Individual,Automatic,First Owner,5.0,4250,24.04,999.0,67.0,5
640000,6000,Petrol,Individual,Manual,First Owner,5.0,4800,19.5,1199.0,88.76,4
650000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,6
650000,70000,Diesel,Individual,Manual,First Owner,7.0,1750,20.77,1248.0,88.76,8
155000,70000,CNG,Individual,Manual,Second Owner,5.0,3000,26.83,796.0,38.4,13
650000,70000,Diesel,Individual,Manual,First Owner,7.0,1750,20.77,1248.0,88.76,8
175000,120000,Diesel,Individual,Manual,First Owner,5.0,2000,17.8,1248.0,75.0,15
375000,76000,Diesel,Individual,Manual,Third Owner,5.0,2750,24.0,1120.0,70.0,9
430000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,24.0,1120.0,70.0,9
65000,110000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.2,1396.0,53.5,15
150000,70000,Petrol,Individual,Manual,Third Owner,5.0,3500,13.2,1495.0,94.0,14
620000,13000,Petrol,Individual,Manual,First Owner,5.0,11473,17.19,1197.0,81.86,4
250000,60000,Petrol,Individual,Manual,Second Owner,5.0,3400,14.09,1596.0,99.6,10
275000,165000,Diesel,Individual,Manual,First Owner,5.0,4500,21.1,1248.0,73.9,12
454000,120000,Diesel,Individual,Manual,Second Owner,10.0,1800,13.58,2499.0,72.4,10
600000,30000,Diesel,Individual,Manual,Second Owner,7.0,2800,18.49,1493.0,100.0,6
400000,100000,Diesel,Individual,Manual,Second Owner,5.0,2500,20.54,1598.0,103.6,12
180000,187000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.2,1461.0,65.0,16
750000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,7
500000,40000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,81.8,7
2825000,22000,Diesel,Dealer,Automatic,First Owner,5.0,2500,15.73,1968.0,174.33,6
2125000,5500,Diesel,Dealer,Manual,First Owner,5.0,2000,26.8,1597.0,118.0,3
3350000,18000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.62,1998.0,190.0,5
840000,1500,Petrol,Individual,Automatic,First Owner,5.0,4800,18.2,1199.0,88.7,4
1000000,46000,Diesel,Individual,Manual,First Owner,7.0,1750,24.5,1498.0,98.6,8
740000,24400,Diesel,Individual,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,6
1290000,29899,Diesel,Dealer,Automatic,First Owner,5.0,3000,22.15,1498.0,108.6,5
1800000,20000,Diesel,Dealer,Automatic,First Owner,8.0,3400,11.36,2755.0,171.5,5
775000,2000,Petrol,Dealer,Manual,First Owner,5.0,11375,20.7,1197.0,81.86,3
695000,34000,Diesel,Dealer,Manual,First Owner,8.0,1900,21.04,1461.0,83.8,6
730000,31000,Petrol,Dealer,Automatic,First Owner,5.0,4000,17.4,1197.0,81.86,5
1295000,46000,Diesel,Dealer,Automatic,Second Owner,7.0,2000,11.45,2776.0,197.2,7
1160000,121000,Diesel,Dealer,Automatic,First Owner,7.0,3200,12.08,2999.0,161.0,7
3300000,60000,Diesel,Dealer,Automatic,First Owner,5.0,2800,0.0,1950.0,194.0,6
540000,7000,Petrol,Dealer,Manual,First Owner,5.0,4500,20.3,1086.0,68.0,5
434999,10000,Petrol,Dealer,Automatic,First Owner,5.0,3500,23.1,998.0,67.04,7
4600000,6000,Diesel,Dealer,Automatic,First Owner,5.0,2800,17.9,2143.0,170.0,5
910000,20000,Diesel,Dealer,Manual,First Owner,5.0,2000,17.0,2596.0,80.8,5
850000,59235,Diesel,Dealer,Manual,First Owner,5.0,2750,19.67,1582.0,126.2,8
5800000,21000,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
520000,48000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6,9
650000,114000,Diesel,Individual,Manual,First Owner,7.0,2600,14.95,2489.0,93.7,5
430000,120000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9,12
360000,144000,Diesel,Individual,Manual,First Owner,5.0,2750,21.9,1396.0,88.8,10
350000,144000,Diesel,Individual,Manual,First Owner,5.0,2750,21.9,1396.0,88.8,10
791000,190000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,7
950000,190000,Diesel,Individual,Manual,Second Owner,7.0,3400,12.99,2494.0,100.6,8
690000,20000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,4
860000,40000,Diesel,Individual,Manual,Second Owner,5.0,25987,22.0,1582.0,126.2,6
371000,100000,Diesel,Individual,Manual,First Owner,5.0,2000,19.3,1248.0,73.9,11
45000,60000,Diesel,Individual,Manual,Second Owner,5.0,2500,16.8,1405.0,68.0,15
55000,201000,Diesel,Individual,Manual,First Owner,5.0,2000,17.8,1399.0,68.0,17
240000,110000,Diesel,Individual,Manual,First Owner,5.0,2500,20.54,1598.0,103.6,12
495000,77215,Diesel,Individual,Manual,Second Owner,5.0,2000,25.2,1248.0,74.0,9
671000,48228,Petrol,Dealer,Manual,First Owner,5.0,4800,18.7,1199.0,88.7,8
693000,58559,Diesel,Dealer,Manual,First Owner,5.0,2000,25.2,1248.0,74.0,6
802999,50856,Diesel,Dealer,Manual,First Owner,5.0,1750,26.0,1498.0,98.6,7
890000,18300,Petrol,Individual,Manual,First Owner,5.0,4600,17.8,1497.0,117.3,6
495000,59292,Diesel,Dealer,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,8
545000,10000,Petrol,Dealer,Automatic,First Owner,5.0,3500,23.1,998.0,67.04,5
775000,21147,Petrol,Dealer,Automatic,First Owner,5.0,4000,21.4,1197.0,83.1,5
925000,69000,Diesel,Dealer,Manual,First Owner,5.0,1750,25.6,1498.0,97.9,6
1450000,10000,Diesel,Individual,Manual,First Owner,7.0,2500,17.3,1497.0,121.0,4
790000,16000,Diesel,Dealer,Automatic,First Owner,5.0,2000,28.4,1248.0,74.0,5
1789999,36000,Diesel,Dealer,Manual,First Owner,8.0,2800,13.68,2393.0,147.8,6
620000,37000,Petrol,Dealer,Manual,First Owner,5.0,4200,21.01,1197.0,81.8,6
375000,61173,Diesel,Dealer,Manual,First Owner,5.0,2000,27.62,793.0,47.0,7
2450000,30000,Diesel,Dealer,Automatic,First Owner,5.0,3000,18.25,1968.0,187.74,7
850000,75000,Diesel,Dealer,Manual,First Owner,7.0,2800,15.1,2179.0,140.0,9
750000,51000,Petrol,Dealer,Automatic,First Owner,5.0,4200,19.56,1197.0,81.8,6
775000,17000,Petrol,Dealer,Manual,First Owner,5.0,4200,21.01,1197.0,81.8,5
260000,100000,Diesel,Individual,Manual,Second Owner,5.0,2000,17.8,1248.0,75.0,15
2000000,35000,Diesel,Individual,Automatic,Second Owner,5.0,2500,17.68,1968.0,174.33,10
300000,10000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,6
1300000,91567,Diesel,Individual,Automatic,Third Owner,7.0,2800,16.0,2179.0,140.0,7
380000,50000,Petrol,Individual,Manual,First Owner,5.0,3500,23.1,998.0,67.04,6
480000,60000,Petrol,Individual,Manual,First Owner,5.0,11375,18.9,1197.0,81.86,6
240000,35000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3,7
500000,33400,Petrol,Individual,Manual,First Owner,5.0,5000,17.43,1396.0,105.5,9
420000,36000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,83.11,8
130000,180000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0,12
110000,80000,Petrol,Individual,Manual,First Owner,5.0,3500,20.92,998.0,67.1,11
120000,120000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,16
700000,80000,Diesel,Individual,Automatic,First Owner,5.0,2000,28.4,1248.0,74.02,6
550000,120000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02,5
